,Papel,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro. Ações,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív. Bruta,Dív. Líquida,Patrim. Líq,Cart. de Crédito,Depósitos
210,GMAT3,ON NM,GRUPO MATEUS ON NM,Comércio e Distribuição,Alimentos,8.10,28/05/2021,7.29,9.00,36757200,17895700000,17262500000,31/03/2021,2209350000,23.14,3.09,19.43,1.34,2.19,3.85,5.11,"0,0%",15.25,18.74,0,0.35,2.63,"24,0%","6,9%","5,8%","11,3%","16,3%","13,3%",4.96,0.20,1.63,8181510000,1796590000,5820150000,1163350000,-633234000,5799800000,0,0
211,GNDI3,ON NM,INTERMEDICA ON NM,Análises e Diagnósticos,Análises e Diagnósticos,87.73,28/05/2021,61.56,101.10,321412000,53975200000,54328800000,31/03/2021,615242000,98.54,7.62,44.55,4.90,3.25,29.77,-11.20,"0,3%",34.48,44.84,"29,2%",0.89,11.51,"26,5%","11,0%","5,0%","7,3%","9,0%","7,7%",1.63,0.48,0.66,16589300000,3035920000,4686800000,3389530000,353603000,7082230000,0,0
212,GOAU3,ON N1,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,14.00,28/05/2021,5.45,15.56,1242030,15221400000,24435100000,31/03/2021,1087240000,9.54,1.18,2.11,0.30,0.22,0.93,-2.75,"3,2%",2.51,3.38,"7,2%",1.47,11.83,"17,4%","14,2%","9,1%","10,4%","13,3%","12,4%",2.44,1.38,0.73,69618700000,8551580000,27803300000,17765200000,9213660000,12859100000,0,0
213,GOAU4,PN N1,METALÚRGICA GERDAU PN N1,Siderurgia e Metalurgia,Siderurgia,14.68,28/05/2021,5.97,16.38,150917000,15960700000,25174400000,31/03/2021,1087240000,10.00,1.24,2.21,0.31,0.23,0.97,-2.89,"3,1%",2.58,3.48,"7,2%",1.47,11.83,"17,4%","14,2%","9,1%","10,4%","13,3%","12,4%",2.44,1.38,0.73,69618700000,8551580000,27803300000,17765200000,9213660000,12859100000,0,0
214,GOLL4,PN,GOL LINHAS AEREAS INTELIGENTES SA PN,Transporte,Transporte Aéreo,26.59,28/05/2021,12.04,27.97,173280000,9461890000,18928500000,31/03/2021,355844000,-1.52,-0.56,-5.66,1.97,0.80,-1.12,-0.37,"0,0%",3016.45,-11.32,"-11,3%",-17.50,-47.31,"1,7%","-34,9%","-128,1%","-14,1%","-17,8%","37,0%",0.24,-0.62,0.40,11889400000,940251000,2596420000,10406800000,9466570000,-16833700000,0,0
215,GPAR3,ON,CELGPAR ON,Energia Elétrica,Energia Elétrica,49.00,28/05/2021,19.84,114.13,4676,3818470000,0,31/03/2021,77928000,0.00,2.55,0,0,0,0,0,"2,9%",0,0,"-0,4%",0.00,19.23,0,0,0,"0,0%",0,0,0,0,0,1539700000,0,0,0,0,1498550000,0,0
216,GPCP3,ON,GPC PARTICIPACOES SA ON,Químicos,Petroquímicos,38.90,28/05/2021,6.16,41.49,7360120,1219050000,1311580000,31/03/2021,31338000,8.23,3.79,12.67,1.10,1.30,7.16,-10.75,"2,3%",10.79,13.63,"25,5%",4.72,10.25,"22,1%","8,7%","16,0%","10,3%","11,6%","46,1%",1.65,0.38,1.19,934226000,30382000,432177000,122909000,92527000,321328000,0,0
217,GPIV33,DR3,"GP INVESTMENTS, LTD DR3",Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,5.26,28/05/2021,3.38,6.68,1652380,577263000,51142000,31/03/2021,109746000,7.28,0.39,3.20,2.14,0.17,0.91,24.63,"0,0%",0.28,0.28,"-12,6%",0.72,13.61,"100,0%","66,7%","49,7%","5,4%","6,9%","5,3%",3.91,0.12,0.08,3326360000,711008000,855599000,184887000,-526121000,1493730000,0,0
218,GRND3,ON,GRENDENE SA ON,"Tecidos, Vestuário e Calçados",Calçados,9.93,28/05/2021,6.57,9.93,18813300,8958450000,7368890000,31/03/2021,902160000,17.75,2.26,20.54,4.37,1.87,3.48,3.61,"6,3%",13.79,16.90,"-1,5%",0.56,4.39,"46,8%","21,3%","24,6%","9,1%","14,6%","12,8%",4.48,0.03,0.43,4789540000,1695260000,3312200000,105699000,-1589560000,3957840000,0,0
219,GSHP3,ON NM,Generalshopp ON NM,Exploração de Imóveis,Exploração de Imóveis,44.50,28/05/2021,39.45,64.94,65315,85830200,1834100000,31/03/2021,1928770,-0.27,-0.14,7.95,0.95,0.05,-1.45,-0.04,"0,0%",138.14,169.98,"-24,5%",-166.65,-325.48,"67,3%","11,9%","-353,9%","0,6%","0,7%","51,2%",0.80,-3.04,0.05,1730760000,162288000,231058000,1910560000,1748270000,-627773000,0,0
220,GUAR3,ON,GUARARAPES CONFECÇÕES ON,Comércio,"Tecidos, Vestuário e Calçados",19.80,28/05/2021,11.79,19.87,16530300,9884160000,10994600000,31/03/2021,499200000,-116.90,2.01,-36.92,1.69,0.74,2.86,-38.86,"2,0%",42.29,-41.07,"1,2%",-0.17,9.87,"47,3%","-4,6%","-1,4%","-2,0%","-2,8%","-1,7%",1.73,0.78,0.44,13351600000,2754240000,8169910000,3864710000,1110460000,4927370000,0,0
221,HAGA3,ON,HAGA ON,Construção e Engenharia,Produtos para Construção,3.58,28/05/2021,2.85,4.86,135939,42602000,42046200,31/03/2021,11900000,5.02,-0.62,12.05,1.13,0.69,1.87,-0.54,"0,0%",8.10,11.89,"7,2%",0.71,-5.75,"31,1%","9,4%","22,5%","5,7%","13,8%","-12,4%",1.80,-0.48,0.61,61807500,33354500,51170800,32798700,-555780,-68474400,0,0
222,HAGA4,ON,HAGA ON,Construção e Engenharia,Produtos para Construção,3.03,28/05/2021,1.75,3.27,998297,36057000,35501200,31/03/2021,11900000,4.25,-0.53,10.20,0.96,0.58,1.59,-0.46,"0,0%",6.84,10.04,"7,2%",0.71,-5.75,"31,1%","9,4%","22,5%","5,7%","13,8%","-12,4%",1.80,-0.48,0.61,61807500,33354500,51170800,32798700,-555780,-68474400,0,0
223,HAPV3,ON NM,HAPVIDA ON NM,Análises e Diagnósticos,Análises e Diagnósticos,15.95,28/05/2021,10.88,18.20,163022000,61406400000,60911100000,31/03/2021,3849930000,79.83,7.70,51.27,6.98,4.45,44.30,-28.93,"0,3%",30.30,50.86,"36,2%",0.20,2.07,"38,0%","13,6%","8,8%","8,7%","10,8%","9,6%",1.60,0.26,0.64,13794700000,2537980000,3689240000,2042710000,-495267000,7979400000,0,0
224,HBOR3,ON,Helbor ON,Construção Civil,Incorporações,8.95,28/05/2021,7.60,16.85,17667400,1197970000,2135950000,31/03/2021,133851000,24.75,0.93,61.37,1.25,0.28,0.53,2.01,"0,5%",62.78,109.41,"16,4%",0.36,9.64,"20,8%","2,0%","9,3%","0,4%","0,5%","3,8%",3.41,1.07,0.22,4346630000,442850000,3204400000,1380830000,937982000,1290370000,0,0
225,HBRE3,ON NM,HBR REALTY ON NM,Exploração de Imóveis,Exploração de Imóveis,16.30,28/05/2021,15.50,18.90,2390150,1681980000,1933880000,31/03/2021,103189000,-35.02,0.95,23.66,21.86,0.50,4.38,-2.72,"0,0%",27.00,27.20,0,-0.47,17.21,"85,0%","92,4%","-72,0%","2,1%","2,7%","-2,7%",2.25,0.51,0.02,3350100000,657071000,692128000,908974000,251903000,1775530000,0,0
226,HBSA3,ON NM,HIDROVIAS ON NM,Transporte,Transporte Hidroviário,6.80,28/05/2021,5.25,7.63,36204000,5170600000,8709120000,31/03/2021,760383000,-31.95,3.81,26.79,3.57,0.82,4.59,-1.55,"0,0%",19.67,45.12,"52,3%",-0.21,1.78,"28,3%","13,3%","-11,2%","3,1%","3,8%","-11,9%",3.33,3.46,0.23,6293110000,1153680000,1607990000,4692200000,3538510000,1355570000,0,0
227,HBTS5,PNA,CIA HABITASUL PNA,Exploração de Imóveis,Exploração de Imóveis,31.22,26/05/2021,9.44,45.71,30682,285154000,408764000,31/03/2021,9133690,20.02,0.91,3.58,2.52,0.21,-6.90,-0.34,"0,5%",5.09,5.13,"5,4%",1.56,34.20,"73,2%","70,4%","12,6%","5,8%","5,9%","4,6%",0.84,0.44,0.08,1378380000,15335000,215310000,138945000,123610000,312343000,0,0
228,HETA4,PN,HERCULES S/A PN,Utilidades Domésticas,Utensílios Domésticos,9.86,28/05/2021,4.69,14.89,70408,5028600,329610000,31/03/2021,510000,-0.03,-0.01,-228.57,3.12,0.46,-0.08,-0.01,"0,0%",-14982.30,-14982.30,"-15,9%",-339.09,-1089.82,"100,0%","-1,4%","-10.714,7%","-0,2%","-0,2%","31,1%",0.00,-0.58,0.15,10887000,1000,228000,324582000,324581000,-555806000,0,0
229,HGTX3,ON N1,CIA HERING ON N1,"Tecidos, Vestuário e Calçados",Vestuário,33.40,28/05/2021,12.96,33.40,123550000,5428640000,5229360000,31/03/2021,162534000,15.18,3.30,195.98,5.00,2.44,6.77,7.54,"1,6%",45.44,188.79,"-6,9%",2.20,10.11,"38,7%","2,5%","32,9%","1,2%","1,8%","21,8%",2.60,0.10,0.49,2227500000,360945000,1303280000,161666000,-199279000,1643810000,0,0
230,HOOT4,PN,HOTEIS OTHON S.A. PN,Hoteis e Restaurantes,Hotelaria,2.71,28/05/2021,2.04,3.07,39153,49788100,48819100,31/03/2021,18372000,-0.65,-0.11,-0.91,2.37,0.11,-0.08,-0.05,"0,0%",-1.14,-0.90,"-33,5%",-4.14,-25.03,"36,3%","-259,5%","-362,6%","-11,7%","-12,0%","16,5%",0.04,-0.00,0.05,465427000,1513000,25075000,544000,-969000,-459831000,0,0
231,HYPE3,ON,HYPERA ON,Comércio e Distribuição,Medicamentos e Outros Produtos,36.20,28/05/2021,27.06,36.20,97929400,22929800000,27880300000,31/03/2021,633421000,16.83,2.45,18.91,5.16,1.28,7.97,-6.64,"3,3%",20.88,22.99,"5,8%",2.15,14.76,"63,9%","27,3%","30,6%","6,8%","7,6%","14,6%",2.26,0.71,0.25,17966700000,1698000000,5162950000,6648470000,4950460000,9349280000,0,0
232,IGBR3,ON,GRADIENTE ON,Exploração de Imóveis,Exploração de Imóveis,13.50,28/05/2021,2.52,18.30,960970,168818000,1072970000,30/09/2020,12505000,0.00,-0.18,0,0,0.88,-2.25,-0.15,"0,0%",0,0,"-23,9%",0.00,-73.87,0,0,0,"0,0%",0,0,0.15,-0.98,0,191069000,84000,13390000,904232000,904148000,-923772000,0,0
233,IGTA3,ON NM,IGUATEMI ON NM,Exploração de Imóveis,Exploração de Imóveis,44.41,28/05/2021,29.25,44.41,90667300,7843340000,9701300000,31/03/2021,176612000,33.99,2.47,24.86,11.41,1.15,7.65,-4.19,"1,1%",20.88,30.74,"1,0%",1.31,18.01,"58,1%","45,9%","33,4%","4,6%","5,9%","7,3%",2.39,1.06,0.10,6828030000,1507510000,1764040000,3365470000,1857970000,3181060000,0,0
234,INEP3,ON,INEPAR S/A ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,54.30,28/05/2021,4.90,55.40,1550330,448792000,1184640000,30/09/2020,8265050,-1.05,-0.21,-1.53,61.55,0.32,-0.22,-0.14,"0,0%",-4.20,-4.04,"-51,5%",-51.55,-262.67,"19,5%","-4.019,3%","-5.674,0%","-21,1%","-23,1%","19,6%",0.10,-0.34,0.01,1387070000,495000,236901000,736340000,735845000,-2170940000,0,0
235,INEP4,PN,INEPAR S/A PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,58.23,28/05/2021,4.80,59.51,2193210,481274000,1217120000,30/09/2020,8265050,-1.13,-0.22,-1.64,66.01,0.35,-0.23,-0.14,"0,0%",-4.32,-4.15,"-51,5%",-51.55,-262.67,"19,5%","-4.019,3%","-5.674,0%","-21,1%","-23,1%","19,6%",0.10,-0.34,0.01,1387070000,495000,236901000,736340000,735845000,-2170940000,0,0
236,INTB3,ON NM,INTELBRAS ON NM,Computadores e Equipamentos,Computadores e Equipamentos,27.37,28/05/2021,17.00,27.88,37296000,8966720000,8309300000,31/03/2021,327611000,20.29,5.18,29.23,3.76,2.93,5.41,6.92,"0,0%",25.07,27.09,0,1.35,5.28,"31,6%","12,9%","18,5%","10,0%","24,0%","25,5%",2.72,0.27,0.78,3056690000,1130620000,2621690000,473209000,-657412000,1730360000,0,0
237,IRBR3,ON NM,IRBBRASIL RE ON NM,Previdência e Seguros,Seguradoras,6.00,28/05/2021,5.40,12.00,154676000,7607340000,0,31/03/2021,1267890000,-5.13,1.73,-3.84,0.89,0.32,0,0,"3,2%",0,0,"-29,3%",-1.17,3.47,"0,2%","-23,2%","-17,4%","-8,5%",0,"-33,8%",0,0,0.36,23424200000,0,0,0,0,4395840000,0,0
238,ITSA3,ON N1,ITAÚSA ON N1,Intermediários Financeiros,Bancos,11.78,28/05/2021,10.00,12.50,2170600,99079400000,100732000000,31/03/2021,8410810000,12.01,1.69,117.39,15.28,1.35,24.13,-24.04,"2,5%",66.84,119.35,"6,5%",0.98,6.98,"31,9%","13,0%","132,8%","1,2%","1,2%","14,1%",2.28,0.10,0.09,73302000000,3994000000,7308000000,5647000000,1653000000,58696000000,0,0
239,ITSA4,PN N1,ITAÚSA PN N1,Intermediários Financeiros,Bancos,10.90,28/05/2021,8.65,12.04,291317000,91677900000,93330900000,31/03/2021,8410810000,11.11,1.56,108.62,14.13,1.25,22.33,-22.25,"2,7%",61.93,110.58,"6,5%",0.98,6.98,"31,9%","13,0%","132,8%","1,2%","1,2%","14,1%",2.28,0.10,0.09,73302000000,3994000000,7308000000,5647000000,1653000000,58696000000,0,0
240,ITUB3,ON N1,ITAUUNIBANCO ON N1,Intermediários Financeiros,Bancos,26.48,28/05/2021,20.85,28.55,13540000,259614000000,0,31/03/2021,9804140000,11.55,1.85,0,0,0,0,0,"2,5%",0,0,"-14,2%",2.29,14.33,0,0,"0,0%","0,0%",0,"16,0%",0,0,0,214813000000,0,0,0,0,140507000000,0,0
241,ITUB4,PN N1,ITAUUNIBANCO PN N1,Intermediários Financeiros,Bancos,29.63,28/05/2021,22.09,32.41,864131000,290497000000,0,31/03/2021,9804140000,12.92,2.07,0,0,0,0,0,"2,2%",0,0,"-14,2%",2.29,14.33,0,0,"0,0%","0,0%",0,"16,0%",0,0,0,214813000000,0,0,0,0,140507000000,0,0
242,JALL3,ON NM,JALLESMACHAD ON NM,Alimentos Processados,Açucar e Alcool,8.78,28/05/2021,7.40,9.05,5806510,2587440000,3863800000,31/12/2020,294697000,0.00,4.66,0,0,0.92,4.19,-2.75,"0,0%",0,0,0,0.00,1.89,0,0,0,"0,0%",0,0,1.88,3.48,0,2811810000,655373000,1315730000,1931730000,1276360000,555769000,0,0
243,JBDU3,ON,J B DUARTE ON,Outros,Outros,4.65,28/05/2021,1.88,5.20,652200,23338400,29227400,31/12/2020,5019000,-3.60,0.38,-73.62,0,0.12,-0.69,-0.18,"0,0%",-92.20,-92.20,0,-1.29,12.19,0,0,"0,0%","-0,2%","-0,2%","-10,6%",0.00,0.10,0,190625000,1000,18000,5890000,5889000,61173000,0,0
244,JBDU4,PN,J B DUARTE PN,Outros,Outros,3.39,28/05/2021,1.16,3.41,815940,17014400,22903400,31/12/2020,5019000,-2.63,0.28,-53.67,0,0.09,-0.51,-0.13,"0,0%",-72.25,-72.25,0,-1.29,12.19,0,0,"0,0%","-0,2%","-0,2%","-10,6%",0.00,0.10,0,190625000,1000,18000,5890000,5889000,61173000,0,0
245,JBSS3,ON NM,JBS ON NM,Alimentos Processados,Carnes e Derivados,30.12,28/05/2021,18.55,34.32,432695000,75635400000,132809000000,31/03/2021,2511140000,6.01,1.88,3.40,0.26,0.45,5.06,-1.17,"3,4%",4.35,5.97,"15,1%",5.01,16.01,"17,0%","7,7%","4,4%","13,3%","16,9%","31,3%",1.35,1.68,1.73,166687000000,10258500000,57806300000,67431600000,57173100000,40209300000,0,0
246,JHSF3,ON NM,JHSF Part ON NM,Construção Civil,Incorporações,7.64,28/05/2021,4.55,10.00,40501100,5264150000,5733180000,31/03/2021,689024000,6.44,1.34,6.37,3.79,0.69,4.52,-3.33,"4,6%",6.65,6.93,"40,1%",1.19,5.71,"73,0%","59,5%","58,4%","10,9%","13,0%","20,8%",2.35,0.42,0.18,7619660000,1178900000,2032610000,1647940000,469037000,3933220000,0,0
247,JOPA3,ON,JOSAPAR S/A ON,Alimentos Processados,Alimentos Diversos,31.75,28/05/2021,22.18,41.92,16545,335978000,772224000,31/03/2021,10582000,10.26,0.64,2.87,0.20,0.17,0.56,14.90,"3,6%",5.76,6.59,"9,2%",3.09,49.82,"25,6%","7,1%","2,4%","5,9%","8,7%","6,2%",1.83,1.91,0.83,1993090000,573262000,1311410000,1009510000,436246000,527204000,0,0
248,JOPA4,PN,JOSAPAR S/A PN,Alimentos Processados,Alimentos Diversos,74.88,05/04/2021,25.70,74.88,1095,792380000,1228630000,31/03/2021,10582000,24.21,1.50,6.76,0.48,0.40,1.33,35.14,"1,7%",9.17,10.48,"9,2%",3.09,49.82,"25,6%","7,1%","2,4%","5,9%","8,7%","6,2%",1.83,1.91,0.83,1993090000,573262000,1311410000,1009510000,436246000,527204000,0,0
249,JPSA3,ON,JEREISSATI PARTICIPACOES ON,Exploração de Imóveis,Exploração de Imóveis,29.90,28/05/2021,20.17,29.97,8396930,2627880000,4577630000,31/03/2021,87889000,26.41,1.61,8.93,3.82,0.38,2.54,-1.33,"0,8%",10.33,15.56,"1,0%",1.13,18.63,"58,1%","42,7%","30,8%","4,2%","5,4%","6,1%",2.36,2.13,0.10,6982240000,1537390000,1794720000,3487140000,1949750000,1637240000,0,0
250,JSLG3,ON NM,JULIO SIMOES ON NM,Transporte,Transporte Rodoviário,10.79,28/05/2021,6.13,11.55,4004370,3021100000,4883610000,31/03/2021,279991000,11.81,2.57,16.29,2.26,0.63,3.02,-1.75,"1,2%",25.47,26.34,"-26,0%",0.91,4.19,"-6,3%","13,9%","19,4%","3,9%","4,6%","21,8%",2.12,2.11,0.28,4800910000,611221000,1898480000,2473720000,1862500000,1173460000,0,0
251,KEPL3,ON,KEPLER WEBER SA ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,52.05,28/05/2021,28.87,53.59,11024300,1369540000,1152240000,31/03/2021,26312000,17.99,2.56,16.00,1.76,1.44,7.99,9.97,"2,4%",10.15,13.46,"10,4%",2.89,20.33,"23,6%","11,0%","9,8%","9,0%","13,6%","14,2%",1.45,0.03,0.82,951675000,232345000,554106000,15044000,-217301000,535000000,0,0
252,KLBN11,UNT N2,KLABIN UNT N2,Madeira e Papel,Papel e Celulose,26.19,28/05/2021,19.12,31.18,184262000,29426500000,51170700000,31/03/2021,5617890000,27.92,9.59,10.10,2.29,0.76,3.35,-1.37,"0,0%",9.67,17.56,"13,3%",0.94,2.73,"37,8%","22,7%","9,2%","7,6%","10,4%","34,4%",2.92,9.87,0.33,38583400000,8531400000,13351000000,30275600000,21744200000,3066890000,0,0
253,KLBN3,ON N2,KLABIN ON N2,Madeira e Papel,Papel e Celulose,5.75,28/05/2021,3.93,6.64,1789680,32302900000,54047000000,31/03/2021,5617890000,30.65,10.53,11.08,2.52,0.84,3.68,-1.51,"0,0%",10.22,18.54,"13,3%",0.19,0.55,"37,8%","22,7%","9,2%","7,6%","10,4%","34,4%",2.92,9.87,0.33,38583400000,8531400000,13351000000,30275600000,21744200000,3066890000,0,0
254,KLBN4,PN N2,KLABIN PN N2,Madeira e Papel,Papel e Celulose,5.14,28/05/2021,3.78,6.15,8718750,28876000000,50620100000,31/03/2021,5617890000,27.40,9.42,9.91,2.25,0.75,3.29,-1.35,"0,0%",9.57,17.37,"13,3%",0.19,0.55,"37,8%","22,7%","9,2%","7,6%","10,4%","34,4%",2.92,9.87,0.33,38583400000,8531400000,13351000000,30275600000,21744200000,3066890000,0,0
255,LAME3,ON,LOJAS AMERICANAS S.A. ON,Comércio,Produtos Diversos,18.73,28/05/2021,17.39,31.99,75885500,35311800000,37219900000,31/03/2021,1885310000,126.01,2.85,22.97,1.57,0.80,2.15,-81.08,"1,1%",11.64,24.21,"6,0%",0.15,6.57,"32,9%","6,8%","0,8%","3,5%","7,8%","2,3%",2.45,1.54,0.51,44064200000,17235700000,27768400000,19143700000,1908080000,12394200000,0,0
256,LAME4,PN,LOJAS AMERICANAS S.A. PN,Comércio,Produtos Diversos,20.05,28/05/2021,18.46,36.26,247398000,37800400000,39708500000,31/03/2021,1885310000,134.89,3.05,24.59,1.68,0.86,2.30,-86.80,"1,1%",12.42,25.83,"6,0%",0.15,6.57,"32,9%","6,8%","0,8%","3,5%","7,8%","2,3%",2.45,1.54,0.51,44064200000,17235700000,27768400000,19143700000,1908080000,12394200000,0,0
257,LAVV3,ON NM,LAVVI ON NM,Construção Civil,Incorporações,7.82,28/05/2021,6.40,9.44,11816600,1678400000,895880000,31/03/2021,214629000,16.52,1.36,13.54,4.12,1.00,1.55,1.70,"1,3%",7.20,7.23,0,0.47,5.75,"41,6%","30,4%","32,4%","7,4%","14,8%","8,2%",5.04,0.04,0.24,1685380000,836048000,1354450000,53529000,-782519000,1234090000,0,0
258,LCAM3,ON NM,LOCAMERICA ON NM,Diversos,Aluguel de carros,26.50,28/05/2021,14.54,30.55,62127400,13481300000,17846400000,31/03/2021,508729000,25.65,3.06,13.20,2.25,1.02,19.42,-2.38,"1,4%",11.55,17.47,"71,6%",1.03,8.65,"27,9%","17,0%","8,8%","7,7%","10,7%","11,9%",1.28,1.44,0.45,13238400000,1963390000,3173400000,6328440000,4365050000,4402100000,0,0
259,LEVE3,ON,MAHLE METAL LEVE ON,Automóveis e Motocicletas,Automóveis e Motocicletas,27.60,28/05/2021,16.03,30.75,18062200,3541300000,3462300000,31/03/2021,128308000,15.44,2.40,7.92,1.33,1.29,5.50,15.87,"3,4%",6.29,7.74,"4,5%",1.79,11.50,"27,1%","16,8%","8,6%","16,3%","21,9%","15,5%",1.75,0.17,0.97,2742680000,335546000,1496240000,256545000,-79001000,1475200000,0,0
260,LIGT3,ON,LIGHT SA ON,Energia Elétrica,Energia Elétrica,17.20,28/05/2021,13.58,23.90,39059400,6407950000,12095500000,31/03/2021,372555000,13.25,0.76,3.45,0.47,0.23,3.69,-0.62,"2,6%",4.94,6.51,"8,4%",1.30,22.50,"23,0%","13,5%","3,5%","6,6%","9,0%","5,8%",1.23,1.16,0.49,28060500000,4058240000,9262680000,9745780000,5687540000,8383740000,0,0
261,LINX3,ON NM,LINX ON NM,Programas e Serviços,Programas e Serviços,37.60,28/05/2021,18.43,38.97,17428600,7121780000,6898570000,31/03/2021,189409000,-91.43,4.40,53.45,7.93,2.76,12.03,47.31,"0,0%",23.10,51.78,"15,5%",-0.41,8.55,"68,7%","14,8%","-8,7%","5,2%","6,8%","-4,8%",2.14,0.22,0.35,2580930000,585024000,1112450000,361814000,-223210000,1619010000,0,0
262,LIPR3,ON,LIGHTPAR ON,Energia Elétrica,Energia Elétrica,71.00,26/05/2021,64.02,96.76,38858,835315000,738687000,31/03/2021,11765000,35.56,3.98,-147.56,0,3.30,11.12,12.71,"2,4%",-130.58,-130.49,0,2.00,17.83,0,0,"0,0%","-2,2%","-4,2%","11,2%",3.21,0,0,253035000,96628000,109009000,0,-96628000,209730000,0,0
263,LJQQ3,ON NM,QUERO-QUERO ON NM,Comércio,Produtos Diversos,21.60,28/05/2021,12.59,21.60,29690800,4045460000,4078990000,31/03/2021,187290000,49.93,8.20,20.80,2.32,1.96,6.95,-27.01,"0,4%",15.71,20.97,0,0.43,2.63,"41,2%","11,2%","4,7%","9,4%","12,8%","16,4%",1.69,0.65,0.84,2067450000,286371000,1424320000,319896000,33525000,493376000,0,0
264,LLIS3,ON,LE LIS BLANC DEUX ON,Comércio,"Tecidos, Vestuário e Calçados",3.96,28/05/2021,3.93,8.69,2279670,272650000,1852620000,31/03/2021,68851000,-0.14,1.14,-0.84,0.49,0.13,1.37,-0.20,"0,0%",-2.30,-5.68,"-16,5%",-29.12,3.46,"43,9%","-58,4%","-115,4%","-15,4%","-16,8%","-840,7%",1.68,6.86,0.26,2116130000,56515000,490683000,1636480000,1579970000,238492000,0,0
265,LOGG3,ON NM,LOG COM PROP ON NM,Exploração de Imóveis,Exploração de Imóveis,30.20,28/05/2021,23.04,39.51,11215400,3085200000,3606380000,31/03/2021,102159000,13.28,0.97,28.28,21.38,0.67,5.84,-5.98,"1,1%",32.84,33.06,"11,3%",2.27,31.03,"98,8%","75,6%","171,3%","2,4%","2,7%","7,3%",2.50,0.32,0.03,4599790000,507359000,881848000,1028540000,521179000,3170210000,0,0
266,LOGN3,ON NM,Log-In ON NM,Transporte,Transporte Hidroviário,19.11,28/05/2021,12.84,20.84,16598700,2022620000,2864120000,31/03/2021,105841000,19.02,6.15,14.33,1.76,0.93,3.99,-2.15,"0,0%",11.26,20.29,"11,7%",1.00,3.11,"21,3%","12,3%","9,2%","6,5%","9,3%","32,3%",2.26,4.32,0.53,2180480000,578616000,910956000,1420110000,841496000,328934000,0,0
267,LPSB3,ON NM,LOPES BRASIL ON NM,Exploração de Imóveis,Intermediação Imobiliária,4.17,28/05/2021,3.19,6.04,5010120,615303000,478574000,31/03/2021,147555000,94.44,3.41,12.92,3.29,1.56,5.79,-13.07,"0,0%",7.12,10.05,"10,4%",0.04,1.22,"85,9%","25,5%","13,8%","12,1%","19,1%","3,6%",2.60,0.00,0.47,394100000,137229000,172884000,500000,-136729000,180464000,0,0
268,LREN3,ON,RENNER ON,Comércio,"Tecidos, Vestuário e Calçados",47.43,28/05/2021,36.57,48.62,443725000,42616200000,43591500000,31/03/2021,898508000,45.43,7.94,68.45,5.87,2.89,11.20,-36.92,"0,6%",30.58,70.01,"4,1%",1.04,5.97,"56,1%","8,6%","12,9%","4,2%","5,8%","17,5%",1.86,0.72,0.49,14737000000,2872230000,8217280000,3847530000,975298000,5365470000,0,0
269,LUPA3,ON NM,LUPATECH ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,8.10,28/05/2021,1.55,11.30,39329300,230672000,338214000,31/03/2021,28478000,5.53,1.69,-10.03,3.89,0.46,1.92,-1.45,"0,0%",-19.89,-14.71,"-29,6%",1.46,4.79,"22,5%","-38,7%","70,2%","-4,6%","-5,0%","30,5%",2.47,0.94,0.12,497435000,21458000,201842000,129000000,107542000,136531000,0,0
270,LUXM4,PN,TREVISA INVESTIMENTOS SA PN,Transporte,Transporte Hidroviário,74.25,28/05/2021,27.74,74.25,40462,385803000,387884000,31/03/2021,5196000,41.78,4.05,28.93,3.63,2.55,19.82,-23.27,"8,5%",13.58,29.09,"3,0%",1.78,18.34,"25,8%","12,6%","8,7%","8,8%","10,5%","9,7%",1.98,0.24,0.70,151170000,21137000,39271000,23218000,2081000,95320000,0,0
271,LWSA3,ON NM,LOCAWEB ON NM,Programas e Serviços,Programas e Serviços,26.18,28/05/2021,6.54,34.99,220823000,15327400000,13057000000,31/03/2021,585462000,1124.20,5.21,369.02,28.14,3.93,6.53,8.04,"0,1%",126.88,314.36,"34,3%",0.02,5.03,"42,7%","7,6%","2,5%","1,1%","2,8%","0,5%",5.57,0.05,0.14,3897420000,2408930000,2862180000,138584000,-2270350000,2942120000,0,0
