,Papel,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro. Ações,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív. Bruta,Dív. Líquida,Patrim. Líq,Cart. de Crédito,Depósitos
87,BSEV3,ON NM,BIOSEV ON NM,Alimentos Processados,Açucar e Alcool,9.00,14/05/2021,2.64,9.86,1210160,9183860000,15494500000,31/12/2020,1020430000,-14.65,-19.29,5.82,0.88,0.86,-4.93,-1.18,"0,0%",4.17,9.81,"7,5%",-0.61,-0.47,"20,7%","15,2%","-6,0%","14,7%","16,7%","131,7%",0.64,-14.52,0.97,10713000000,603910000,3381350000,6914560000,6310650000,-476211000,0,0
88,BSLI3,ON,BRB ON,Intermediários Financeiros,Bancos,36.50,28/05/2021,7.44,105.93,103837,13251200000,0,31/03/2021,363046000,28.85,6.41,0,0,0,0,0,"0,8%",0,0,"11,6%",1.27,5.69,0,0,"0,0%","0,0%",0,"22,2%",0,0,0,27723700000,0,0,0,0,2066940000,0,0
89,BSLI4,ON,BRB ON,Intermediários Financeiros,Bancos,26.60,28/05/2021,5.42,104.88,81396,9657020000,0,31/03/2021,363046000,21.03,4.67,0,0,0,0,0,"1,2%",0,0,"11,6%",1.27,5.69,0,0,"0,0%","0,0%",0,"22,2%",0,0,0,27723700000,0,0,0,0,2066940000,0,0
90,BTOW3,ON,B2W - COMPANHIA GLOBAL DO VAREJO ON,Comércio,Produtos Diversos,59.89,28/05/2021,56.00,126.16,237902000,33543600000,31258600000,31/03/2021,560086000,-125.91,3.63,100.61,2.95,1.71,4.63,15.77,"0,0%",33.06,93.76,"6,3%",-0.48,16.48,"28,6%","2,9%","-2,3%","1,7%","4,0%","-2,9%",2.38,0.55,0.58,19622900000,7352310000,12518100000,5067350000,-2284960000,9231500000,0,0
91,BTTL3,ON,APABA ON,Comércio,Material de Transporte,18.56,28/05/2021,4.58,19.41,316041,275820000,288297000,31/03/2021,14861000,9.82,7.28,8.78,0.50,1.41,18.15,-5.21,"0,0%",7.19,9.18,"39,7%",1.89,2.55,"17,6%","5,7%","5,1%","16,1%","22,6%","74,1%",1.17,1.12,2.81,195427000,30147000,104642000,42624000,12477000,37891000,0,0
92,CAMB3,ON,PENALTY ON,"Tecidos, Vestuário e Calçados",Calçados,5.58,28/05/2021,3.11,6.20,572818,235839000,296908000,31/03/2021,42265000,15.43,2.39,37.83,1.63,0.85,-33.88,-2.95,"0,0%",24.44,47.62,"-13,5%",0.36,2.34,"44,5%","4,3%","10,5%","2,3%","2,4%","15,5%",0.93,0.72,0.53,275885000,10097000,97537000,71166000,61069000,98809000,0,0
93,CAML3,ON NM,CAMIL ON NM,Alimentos Processados,Alimentos Diversos,9.90,28/05/2021,9.34,13.59,15344400,3663000000,4912740000,28/02/2021,370000000,7.92,1.35,6.12,0.49,0.59,1.66,10.59,"6,0%",6.43,8.20,"10,2%",1.25,7.32,"22,2%","8,0%","6,2%","9,7%","13,7%","17,1%",2.38,0.87,1.21,6166790000,1114880000,3804040000,2364620000,1249740000,2708710000,0,0
94,CARD3,ON NM,CSU CARDSYST ON NM,Serviços Diversos,Serviços Diversos,24.68,28/05/2021,11.77,27.40,9701690,1031620000,1087410000,31/03/2021,41800000,20.52,3.41,13.99,2.21,1.91,61.00,-12.45,"1,9%",8.13,14.74,"-0,6%",1.20,7.23,"30,6%","15,8%","10,8%","13,7%","17,1%","16,6%",1.12,0.41,0.86,539285000,69551000,154126000,125334000,55783000,302267000,0,0
95,CASH3,ON NM,MELIUZ ON NM,Programas e Serviços,Programas e Serviços,39.70,28/05/2021,9.43,40.00,103520000,5019390000,4786550000,31/03/2021,126433000,284.02,13.98,210.90,34.49,12.59,20.53,20.80,"0,1%",187.90,201.12,0,0.14,2.84,"16,4%","16,4%","12,1%","6,0%","14,6%","4,9%",12.23,0.00,0.36,398805000,234146000,266232000,1309000,-232837000,358922000,0,0
96,CBEE3,ON,AMPLA ENERG ON,Energia Elétrica,Energia Elétrica,25.06,28/05/2021,14.96,30.27,135251,4175850000,8430050000,31/03/2021,166634000,57.55,1.16,18.86,0.65,0.35,-5.66,-0.82,"0,0%",11.93,38.07,"8,0%",0.44,21.62,"12,4%","3,4%","1,1%","1,9%","2,1%","2,0%",0.81,1.29,0.55,11829800000,380410000,3135510000,4634610000,4254200000,3603450000,0,0
97,CCPR3,ON,CYRELA COMMERCIAL PROPERTIES SA EMP PART ON,Exploração de Imóveis,Exploração de Imóveis,12.32,28/05/2021,10.33,15.73,5593360,1880570000,2941350000,31/03/2021,152644000,45.46,1.15,7.95,3.96,0.39,6.70,-1.32,"8,1%",9.58,12.44,"2,9%",0.27,10.72,"62,4%","49,8%","25,5%","4,9%","5,3%","2,5%",2.51,0.86,0.10,4845860000,353054000,466310000,1413830000,1060780000,1636110000,0,0
98,CCRO3,ON NM,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,Transporte,Exploração de Rodovias,13.86,28/05/2021,10.80,15.34,169722000,27997200000,41482100000,31/03/2021,2020000000,47.43,3.26,9.49,2.56,0.81,25.31,-1.62,"2,0%",7.55,14.06,"1,7%",0.29,4.25,"39,7%","26,9%","6,0%","8,5%","10,6%","6,9%",1.16,2.29,0.32,34499000000,6176960000,8237070000,19661800000,13484900000,8576580000,0,0
99,CEAB3,ON NM,CEA MODAS ON NM,Comércio,"Tecidos, Vestuário e Calçados",13.89,28/05/2021,9.54,14.27,29316000,4281520000,4462110000,31/03/2021,308245000,-17.16,1.70,-11.47,1.10,0.63,4.31,-3.28,"0,0%",28.76,-11.95,"-20,9%",-0.81,8.19,"45,6%","-9,6%","-6,4%","-5,5%","-7,7%","-9,9%",1.50,0.48,0.57,6797550000,1038470000,2968630000,1219050000,180584000,2524430000,0,0
100,CEBR3,ON,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,Energia Elétrica,Energia Elétrica,192.78,28/05/2021,44.58,198.99,788624,2779120000,248967000,31/03/2021,14416000,1.75,1.50,28.09,-8.30,0.84,1.78,1.79,"20,0%",2.63,2.52,"8,3%",109.96,128.73,"-25,5%","-29,5%","-483,4%","3,0%","13,3%","85,4%",2.30,0,-0.10,3294950000,2530150000,2766760000,0,-2530150000,1855710000,0,0
101,CEBR5,PNA,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,Energia Elétrica,Energia Elétrica,203.90,27/05/2021,58.35,220.00,75311,2939420000,409273000,31/03/2021,14416000,1.85,1.58,29.71,-8.78,0.89,1.88,1.89,"20,0%",4.32,4.14,"8,3%",109.96,128.73,"-25,5%","-29,5%","-483,4%","3,0%","13,3%","85,4%",2.30,0,-0.10,3294950000,2530150000,2766760000,0,-2530150000,1855710000,0,0
102,CEBR6,PNB,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB,Energia Elétrica,Energia Elétrica,194.00,28/05/2021,49.53,206.00,294963,2796700000,266555000,31/03/2021,14416000,1.76,1.51,28.27,-8.35,0.85,1.79,1.80,"21,9%",2.81,2.69,"8,3%",109.96,128.73,"-25,5%","-29,5%","-483,4%","3,0%","13,3%","85,4%",2.30,0,-0.10,3294950000,2530150000,2766760000,0,-2530150000,1855710000,0,0
103,CEDO3,ON,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,10.11,27/05/2021,8.50,18.02,34057,101100000,306177000,31/03/2021,10000000,-3.68,0.76,2.63,0.15,0.14,-4.35,-0.42,"0,0%",5.46,7.96,"5,5%",-2.75,13.37,"16,9%","5,8%","-4,7%","5,3%","6,6%","-20,6%",0.93,1.64,0.93,720191000,14293000,328286000,219370000,205077000,133689000,0,0
104,CEDO4,PN,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.27,28/05/2021,5.04,10.26,256556,62700000,267777000,31/03/2021,10000000,-2.28,0.47,1.63,0.09,0.09,-2.70,-0.26,"0,0%",4.77,6.96,"5,5%",-2.75,13.37,"16,9%","5,8%","-4,7%","5,3%","6,6%","-20,6%",0.93,1.64,0.93,720191000,14293000,328286000,219370000,205077000,133689000,0,0
105,CEEB3,ON,COELBA ON,Energia Elétrica,Energia Elétrica,40.70,28/05/2021,37.67,44.02,68104,10667300000,18957300000,31/03/2021,262096000,8.32,1.66,5.19,0.90,0.48,7.87,-0.97,"2,6%",7.15,9.22,"12,5%",4.89,24.51,"22,4%","17,3%","10,8%","9,3%","10,2%","20,0%",1.41,1.41,0.54,22039000000,745000000,4651000000,9035000000,8290000000,6424000000,0,0
106,CEED3,ON N1,CEEE-D ON N1,Energia Elétrica,Energia Elétrica,60.70,27/05/2021,48.00,88.00,29357,587637000,1572150000,31/03/2021,9681000,-0.45,-0.10,-2.00,0.16,0.12,-0.70,-0.06,"0,0%",-8.84,-5.35,"63,7%",-134.04,-611.02,"-0,6%","-8,1%","-35,6%","-5,9%","-7,1%","21,9%",0.61,-0.18,0.73,4966060000,63612000,1312080000,1048130000,984517000,-5915240000,0,0
107,CEED4,PN N1,CEEE-D PN N1,Energia Elétrica,Energia Elétrica,59.00,28/05/2021,53.00,100.00,3787,571179000,1555700000,31/03/2021,9681000,-0.44,-0.10,-1.94,0.16,0.12,-0.68,-0.06,"0,0%",-8.75,-5.29,"63,7%",-134.04,-611.02,"-0,6%","-8,1%","-35,6%","-5,9%","-7,1%","21,9%",0.61,-0.18,0.73,4966060000,63612000,1312080000,1048130000,984517000,-5915240000,0,0
108,CEGR3,ON,CEG ON,Gás,Gás,60.00,28/05/2021,58.56,113.74,10543,15578300000,16425300000,31/03/2021,259638000,46.17,12.29,25.89,4.99,4.55,81.39,-11.79,"0,0%",22.13,27.30,"1,5%",1.30,4.88,"32,5%","19,3%","10,8%","17,6%","21,4%","26,6%",1.30,0.92,0.91,3423210000,322651000,834165000,1169660000,847012000,1267820000,0,0
109,CEPE5,PNA,CELPE PNA,Energia Elétrica,Energia Elétrica,27.90,28/05/2021,21.99,31.15,36856,2081670000,7071670000,31/03/2021,74612000,7.48,1.16,2.70,0.29,0.19,3.72,-0.30,"12,5%",6.58,9.17,"10,1%",3.73,24.02,"16,0%","10,8%","3,9%","6,9%","7,6%","15,5%",1.29,3.00,0.64,11218000000,379000000,2504000000,5369000000,4990000000,1792000000,0,0
110,CEPE6,PNB,CELPE PNB,Energia Elétrica,Energia Elétrica,28.50,21/05/2021,20.51,43.39,6737,2126440000,7116440000,31/03/2021,74612000,7.64,1.19,2.76,0.30,0.19,3.80,-0.31,"13,4%",6.62,9.23,"10,1%",3.73,24.02,"16,0%","10,8%","3,9%","6,9%","7,6%","15,5%",1.29,3.00,0.64,11218000000,379000000,2504000000,5369000000,4990000000,1792000000,0,0
111,CESP3,ON,CESP CIA ENERGETICA SAO PAULO ON,Energia Elétrica,Energia Elétrica,28.15,28/05/2021,25.40,33.97,353579,9219210000,10201200000,31/03/2021,327503000,5.15,1.31,16.19,4.58,0.63,1144.96,-1.49,"12,0%",10.58,17.91,"6,5%",5.47,21.53,"34,0%","28,3%","88,9%","3,9%","4,2%","25,4%",1.01,0.26,0.14,14541300000,870126000,1294500000,1852140000,982018000,7050480000,0,0
112,CESP5,PNA,CESP CIA ENERGETICA SAO PAULO PNA,Energia Elétrica,Energia Elétrica,37.66,28/05/2021,28.14,47.23,32590,12333800000,13315800000,31/03/2021,327503000,6.89,1.75,21.66,6.13,0.85,1531.77,-1.99,"6,9%",13.81,23.38,"6,5%",5.47,21.53,"34,0%","28,3%","88,9%","3,9%","4,2%","25,4%",1.01,0.26,0.14,14541300000,870126000,1294500000,1852140000,982018000,7050480000,0,0
113,CESP6,PNB,CESP CIA ENERGETICA SAO PAULO PNB,Energia Elétrica,Energia Elétrica,24.27,28/05/2021,23.82,29.28,57544700,7948500000,8930520000,31/03/2021,327503000,4.44,1.13,13.96,3.95,0.55,987.15,-1.28,"10,7%",9.26,15.68,"6,5%",5.47,21.53,"34,0%","28,3%","88,9%","3,9%","4,2%","25,4%",1.01,0.26,0.14,14541300000,870126000,1294500000,1852140000,982018000,7050480000,0,0
114,CGAS3,ON,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,Gás,Gás,150.00,25/05/2021,140.01,186.39,15205,19878200000,24795800000,31/03/2021,132521000,15.64,21.15,10.73,2.39,1.99,12.69,-3.56,"5,7%",11.01,13.38,"15,0%",9.59,7.09,"32,7%","22,3%","15,3%","18,6%","24,2%","135,2%",1.84,6.58,0.83,9965620000,1268290000,3437420000,6185910000,4917620000,939704000,0,0
115,CGAS5,PNAS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,Gás,Gás,161.00,28/05/2021,136.00,186.37,290668,21335900000,26253500000,31/03/2021,132521000,16.79,22.70,11.52,2.57,2.14,13.62,-3.82,"5,8%",11.66,14.17,"15,0%",9.59,7.09,"32,7%","22,3%","15,3%","18,6%","24,2%","135,2%",1.84,6.58,0.83,9965620000,1268290000,3437420000,6185910000,4917620000,939704000,0,0
116,CGRA3,ON,GRAZZIOTIN ON,Comércio,"Tecidos, Vestuário e Calçados",33.00,28/05/2021,23.81,41.68,39045,645299000,501394000,31/03/2021,19554500,8.33,1.00,13.22,1.44,0.72,2.54,3.78,"4,0%",7.89,10.27,"3,4%",3.96,32.96,"53,6%","10,9%","17,3%","5,4%","7,4%","12,0%",2.46,0,0.50,901815000,143905000,427899000,0,-143905000,644564000,0,0
117,CGRA4,PN,GRAZZIOTIN PN,Comércio,"Tecidos, Vestuário e Calçados",32.22,28/05/2021,24.57,41.90,526837,630047000,486141000,31/03/2021,19554500,8.13,0.98,12.91,1.41,0.70,2.48,3.69,"4,1%",7.65,9.96,"3,4%",3.96,32.96,"53,6%","10,9%","17,3%","5,4%","7,4%","12,0%",2.46,0,0.50,901815000,143905000,427899000,0,-143905000,644564000,0,0
118,CIEL3,ON NM,CIELO ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,4.18,28/05/2021,3.23,5.58,111672000,11356300000,11381600000,31/03/2021,2716820000,20.11,1.19,21.12,2.45,0.14,1.40,-4.94,"2,2%",11.11,21.17,"-17,7%",0.21,3.50,"38,6%","11,6%","12,2%","0,7%","4,0%","5,9%",1.13,0.73,0.06,81835800000,6968310000,70020000000,6993580000,25274900,9516940000,0,0
119,CLSC3,ON N2,CELESC ON N2,Energia Elétrica,Energia Elétrica,70.02,25/05/2021,45.78,74.99,18753,2700810000,3686230000,31/03/2021,38572000,4.71,1.24,3.80,0.29,0.26,4.26,-0.61,"4,5%",3.86,5.18,"10,0%",14.88,56.62,"13,4%","7,7%","6,2%","6,8%","8,4%","26,3%",1.19,0.92,0.88,10531700000,1018770000,3942640000,2004180000,985414000,2183800000,0,0
120,CLSC4,PN N2,CELESC PN N2,Energia Elétrica,Energia Elétrica,68.25,28/05/2021,44.36,69.47,412309,2632540000,3617950000,31/03/2021,38572000,4.59,1.21,3.70,0.28,0.25,4.16,-0.60,"5,1%",3.79,5.09,"10,0%",14.88,56.62,"13,4%","7,7%","6,2%","6,8%","8,4%","26,3%",1.19,0.92,0.88,10531700000,1018770000,3942640000,2004180000,985414000,2183800000,0,0
121,CMIG3,ON N1,CEMIG ON N1,Energia Elétrica,Energia Elétrica,16.50,28/05/2021,8.66,16.50,9506670,27940500000,37032900000,31/03/2021,1693360000,8.36,1.56,5.65,1.06,0.53,4.98,-1.37,"7,0%",6.24,7.49,"8,2%",1.97,10.57,"21,4%","18,8%","12,7%","9,3%","10,9%","18,7%",1.62,0.82,0.50,53011100000,5573040000,14666000000,14665500000,9092470000,17894900000,0,0
122,CMIG4,PN N1,CEMIG PN N1,Energia Elétrica,Energia Elétrica,13.70,28/05/2021,8.35,13.75,125051000,23199100000,32291500000,31/03/2021,1693360000,6.94,1.30,4.69,0.88,0.44,4.14,-1.13,"8,4%",5.44,6.53,"8,2%",1.97,10.57,"21,4%","18,8%","12,7%","9,3%","10,9%","18,7%",1.62,0.82,0.50,53011100000,5573040000,14666000000,14665500000,9092470000,17894900000,0,0
123,CMIN3,ON N2,CSNMINERACAO ON N2,Mineração,Minerais Metálicos,9.32,28/05/2021,8.26,10.90,114930000,52110400000,48387800000,31/03/2021,5591250000,8.70,3.93,5.38,2.96,2.39,12.08,337.71,"5,5%",4.43,5.00,0,1.07,2.37,"62,6%","55,0%","34,0%","44,4%","64,2%","45,2%",1.98,0.11,0.81,21804600000,5117890000,8714350000,1395280000,-3722610000,13244600000,0,0
124,COCE3,ON,CIA ENERG CEARA - COELCE ON,Energia Elétrica,Energia Elétrica,70.00,25/05/2021,40.67,82.30,3580,5449850000,8119210000,31/03/2021,77855000,20.22,1.65,15.17,0.91,0.55,22.76,-1.45,"3,0%",11.71,22.60,"9,3%",3.46,42.48,"11,3%","6,0%","4,5%","3,6%","4,3%","8,1%",1.09,0.92,0.61,9865440000,384666000,2811400000,3054030000,2669360000,3307650000,0,0
125,COCE5,PNA,CIA ENERG CEARA - COELCE PNA,Energia Elétrica,Energia Elétrica,55.98,28/05/2021,48.31,65.00,1080280,4358320000,7027680000,31/03/2021,77855000,16.17,1.32,12.13,0.73,0.44,18.20,-1.16,"3,8%",10.13,19.57,"9,3%",3.46,42.48,"11,3%","6,0%","4,5%","3,6%","4,3%","8,1%",1.09,0.92,0.61,9865440000,384666000,2811400000,3054030000,2669360000,3307650000,0,0
126,COGN3,ON,COGNA ON,Diversos,Serviços Educacionais,4.26,28/05/2021,3.61,9.60,175675000,7994340000,14081700000,31/03/2021,1876610000,-1.36,0.61,-14.77,1.68,0.27,-6.50,-1.11,"0,0%",53.78,-26.02,"-0,3%",-3.12,7.00,"64,3%","-11,4%","-123,4%","-1,8%","-2,1%","-44,6%",0.87,0.73,0.16,29801900000,3480230000,8397070000,9567560000,6087330000,13127600000,0,0
127,CORR4,PN,CORREA RIBEIRO SA COM. IND. PN,Exploração de Imóveis,Exploração de Imóveis,82.00,11/02/2021,82.00,82.00,0,1898550,-13386500,31/03/2021,23153,0.38,3.04,0.17,0.10,0.09,0.11,-0.54,"0,0%",-1.18,-1.18,"28,3%",215.13,26.95,"77,5%","57,9%","25,5%","51,1%","164,7%","798,2%",25.55,0,0.88,22158000,15285000,18010000,0,-15285000,624000,0,0
128,CPFE3,ON,CPFL ENERGIA S.A. ON,Energia Elétrica,Energia Elétrica,29.01,28/05/2021,26.02,32.05,67978700,33426900000,47369300000,31/03/2021,1152250000,9.04,2.25,6.14,1.05,0.64,-202.02,-1.49,"11,4%",6.94,8.70,"10,3%",3.21,12.90,"22,4%","17,1%","11,8%","10,5%","12,5%","24,9%",0.99,1.31,0.61,52067900000,5567720000,14417100000,19510100000,13942400000,14867800000,0,0
129,CPLE3,ON,COPEL ON,Energia Elétrica,Energia Elétrica,5.84,28/05/2021,4.86,6.44,11616800,15981500000,22691400000,31/03/2021,2736550000,3.83,0.83,3.63,0.82,0.34,13.00,-0.98,"15,1%",4.21,5.15,"9,6%",1.53,7.03,"27,7%","22,6%","21,5%","9,3%","10,4%","21,7%",1.12,0.50,0.41,47204100000,2925850000,11433300000,9635740000,6709890000,19237500000,0,0
130,CPLE6,PNB,COPEL PNB,Energia Elétrica,Energia Elétrica,6.47,28/05/2021,5.14,6.81,75055700,17705500000,24415400000,31/03/2021,2736550000,4.24,0.92,4.02,0.91,0.38,14.40,-1.09,"15,0%",4.53,5.54,"9,6%",1.53,7.03,"27,7%","22,6%","21,5%","9,3%","10,4%","21,7%",1.12,0.50,0.41,47204100000,2925850000,11433300000,9635740000,6709890000,19237500000,0,0
131,CRDE3,ON,CR2 ON,Construção Civil,Incorporações,24.99,28/05/2021,17.88,28.00,15129,60525800,43516800,31/03/2021,2422000,-3.57,0.57,-6.26,28.64,0.51,3.90,5.56,"0,0%",-4.51,-4.50,"-35,1%",-7.00,43.52,"-16,6%","-457,5%","-802,3%","-8,1%","-9,7%","-16,1%",2.74,0,0.02,118956000,17009000,24431000,0,-17009000,105403000,0,0
132,CRFB3,ON NM,CARREFOUR BR ON NM,Comércio e Distribuição,Alimentos,21.91,28/05/2021,17.53,23.27,88937100,43497700000,51941700000,31/03/2021,1985290000,13.46,2.61,8.69,0.59,0.86,69.60,-4.61,"2,9%",8.49,10.38,"12,7%",1.63,8.38,"19,2%","6,8%","4,6%","9,9%","12,4%","19,4%",1.03,0.58,1.45,50601000000,1210000000,23156000000,9654000000,8444000000,16644000000,0,0
133,CRIV3,ON,ALFA FINANCEIRA ON,Intermediários Financeiros,Soc. Crédito e Financiamento,5.47,28/05/2021,4.41,7.17,26373,563098000,0,31/03/2021,102943000,11.75,0.57,0,0,0,0,0,"0,0%",0,0,"-4,5%",0.47,9.64,0,0,"0,0%","0,0%",0,"4,8%",0,0,0,6289540000,0,0,0,0,992692000,4283280000,0
134,CRIV4,PN,ALFA FINANCEIRA PN,Intermediários Financeiros,Soc. Crédito e Financiamento,6.22,27/05/2021,5.51,6.83,22081,640305000,0,31/03/2021,102943000,13.36,0.65,0,0,0,0,0,"7,0%",0,0,"-4,5%",0.47,9.64,0,0,"0,0%","0,0%",0,"4,8%",0,0,0,6289540000,0,0,0,0,992692000,4283280000,0
135,CRPG3,ON,CRISTAL ON,Químicos,Químicos Diversos,62.03,29/04/2021,22.63,69.90,2731,1800050000,1433470000,31/03/2021,29019000,7.59,2.27,9.74,2.20,1.64,2.40,3.16,"0,0%",6.87,7.75,"11,0%",8.18,27.33,"36,5%","22,6%","29,0%","16,8%","26,7%","29,9%",6.90,0.01,0.74,1100840000,370764000,877181000,4185000,-366579000,793040000,0,0
136,CRPG5,PNA,CRISTAL PNA,Químicos,Químicos Diversos,71.28,28/05/2021,19.26,71.49,894807,2068470000,1701900000,31/03/2021,29019000,8.72,2.61,11.19,2.53,1.88,2.76,3.63,"1,2%",8.16,9.20,"11,0%",8.18,27.33,"36,5%","22,6%","29,0%","16,8%","26,7%","29,9%",6.90,0.01,0.74,1100840000,370764000,877181000,4185000,-366579000,793040000,0,0
137,CRPG6,PNB,CRISTAL PNB,Químicos,Químicos Diversos,66.51,28/05/2021,18.71,68.45,274151,1930050000,1563470000,31/03/2021,29019000,8.13,2.43,10.44,2.36,1.75,2.57,3.39,"1,3%",7.50,8.46,"11,0%",8.18,27.33,"36,5%","22,6%","29,0%","16,8%","26,7%","29,9%",6.90,0.01,0.74,1100840000,370764000,877181000,4185000,-366579000,793040000,0,0
138,CSAB4,PN,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA PN,Previdência e Seguros,Seguradoras,50.00,21/05/2021,45.75,53.00,3300,384000000,0,31/03/2021,7680000,7.47,2.21,7.72,131.64,1.02,0,0,"4,1%",0,0,"-12,1%",6.69,22.61,"175,1%","1.706,0%","1.762,4%","13,2%",0,"29,6%",0,0,0.01,377167000,0,0,0,0,173682000,0,0
139,CSAN3,ON,COSAN SA INDUSTRIA E COMERCIO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",21.92,28/05/2021,15.93,23.55,176104000,41079600000,72809700000,31/03/2021,1874070000,29.59,4.08,20.41,2.79,0.53,4.49,-1.07,"2,6%",25.97,36.17,"21,7%",0.74,5.37,"27,3%","13,7%","10,2%","2,6%","3,0%","13,8%",2.16,3.94,0.19,76957300000,7933170000,17083100000,39663200000,31730100000,10070900000,0,0
140,CSED3,ON NM,CRUZEIRO EDU ON NM,Diversos,Serviços Educacionais,13.85,28/05/2021,10.36,13.85,5586200,5288240000,5344450000,31/03/2021,381822000,-4237.37,3.58,25.81,2.93,1.11,6.12,-2.83,"1,1%",13.36,26.08,0,-0.00,3.87,"49,2%","11,4%","-0,1%","4,3%","5,9%","-0,1%",2.60,0.85,0.38,4749190000,1199610000,1403430000,1255810000,56207100,1478720000,0,0
141,CSMG3,ON,COPASA MG ON,Água e Saneamento,Água e Saneamento,17.14,28/05/2021,12.23,17.94,36554500,6517540000,9196390000,31/03/2021,380253000,7.44,0.99,4.85,1.20,0.55,14.99,-2.10,"16,4%",4.60,6.85,"7,8%",2.30,17.39,"44,8%","24,7%","16,1%","11,3%","12,5%","13,2%",1.25,0.55,0.46,11856700000,941240000,2140710000,3620100000,2678860000,6611550000,0,0
142,CSNA3,ON,CSN ON,Siderurgia e Metalurgia,Siderurgia,44.64,28/05/2021,10.18,51.77,564756000,61939100000,77887900000,31/03/2021,1387520000,5.96,4.31,4.84,1.69,0.89,4.68,-2.74,"1,5%",5.07,6.08,"18,6%",7.49,10.37,"41,9%","34,9%","30,8%","18,4%","28,2%","72,3%",1.80,2.37,0.53,69678900000,18190400000,29770900000,34139200000,15948800000,14387500000,0,0
143,CSRN3,ON,COSERN ON,Energia Elétrica,Energia Elétrica,16.80,28/05/2021,13.20,16.91,49253,2823640000,4379640000,31/03/2021,168074000,7.58,1.97,5.68,0.97,0.58,5.21,-1.24,"10,1%",7.22,8.80,"11,0%",2.22,8.53,"22,7%","17,1%","12,8%","10,3%","11,6%","26,0%",1.90,1.31,0.60,4847000000,318000000,1143000000,1874000000,1556000000,1433000000,0,0
144,CSRN5,PNA,COSERN PNA,Energia Elétrica,Energia Elétrica,16.69,28/05/2021,13.30,17.49,13600,2805160000,4361160000,31/03/2021,168074000,7.53,1.96,5.64,0.96,0.58,5.18,-1.24,"11,2%",7.19,8.77,"11,0%",2.22,8.53,"22,7%","17,1%","12,8%","10,3%","11,6%","26,0%",1.90,1.31,0.60,4847000000,318000000,1143000000,1874000000,1556000000,1433000000,0,0
145,CSRN6,PNB,COSERN PNB,Energia Elétrica,Energia Elétrica,16.00,28/05/2021,12.68,16.99,14100,2689180000,4245180000,31/03/2021,168074000,7.22,1.88,5.41,0.92,0.55,4.96,-1.18,"11,7%",6.99,8.53,"11,0%",2.22,8.53,"22,7%","17,1%","12,8%","10,3%","11,6%","26,0%",1.90,1.31,0.60,4847000000,318000000,1143000000,1874000000,1556000000,1433000000,0,0
146,CTKA3,ON,KARSTEN ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,30.07,28/05/2021,11.85,38.06,24580,186584000,692862000,31/03/2021,6205000,2.47,-1.02,6.90,0.46,0.35,1.40,-0.47,"0,0%",17.92,25.61,"6,7%",12.19,-29.40,"40,7%","6,7%","18,8%","5,0%","6,0%","-41,5%",1.70,-2.95,0.75,535671000,32342000,324814000,538620000,506278000,-182418000,0,0
147,CTKA4,PN,KARSTEN PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,27.70,28/05/2021,10.22,27.79,119205,171878000,678157000,31/03/2021,6205000,2.27,-0.94,6.35,0.43,0.32,1.29,-0.44,"0,0%",17.54,25.07,"6,7%",12.19,-29.40,"40,7%","6,7%","18,8%","5,0%","6,0%","-41,5%",1.70,-2.95,0.75,535671000,32342000,324814000,538620000,506278000,-182418000,0,0
148,CTNM3,ON,COTEMINAS ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,11.12,26/05/2021,7.70,13.70,5799,340672000,1656880000,31/03/2021,30636000,-3.24,0.41,2.29,0.16,0.08,2.39,-0.31,"0,0%",6.42,11.13,"-7,0%",-3.44,27.13,"30,2%","7,0%","-8,2%","3,4%","3,9%","-12,7%",1.09,1.82,0.49,4365350000,200596000,1768530000,1516800000,1316200000,831219000,0,0
